title,character,character_alias,actor
Agents of S.H.I.E.L.D.,Agent Barbour,,Dayo Ade
Agents of S.H.I.E.L.D.,Older Man,,Jeris Poindexter
Agents of S.H.I.E.L.D.,Mr. Cardozo,,Ruben Rabasa
Agents of S.H.I.E.L.D.,Ruben Mackenzie,,Gaius Charles
Agents of S.H.I.E.L.D.,Anon,,Camille De Pazzis
Agents of S.H.I.E.L.D.,L.T. Koenig,,Artemis Pebdani
Agents of S.H.I.E.L.D.,Julia Price,,Jade Harlow
Agents of S.H.I.E.L.D.,Jerry,,Peter A. Hulne
Agents of S.H.I.E.L.D.,Sequoia,,Maurissa Tancharoen
Agents of S.H.I.E.L.D.,Gerald Sharpe,,Michael Gaston
Agents of S.H.I.E.L.D.,Tom,,Larry Clarke
Agents of S.H.I.E.L.D.,Maynard,,Alex Neustaedter
Agents of S.H.I.E.L.D.,Agent Tyler,,Josh Cowdery
Agents of S.H.I.E.L.D.,Martha,,Beth Kennedy
Agents of S.H.I.E.L.D.,Brian Hayward,,Paul Lacovara
Agents of S.H.I.E.L.D.,Debonair Gentleman,,Stan Lee
Agents of S.H.I.E.L.D.,Dr. Jazuat,,Sarayu Blue
Agents of S.H.I.E.L.D.,Rosie,,Alicia Lagano
Agents of S.H.I.E.L.D.,Agent Jacobson,,James MacDonald
Agents of S.H.I.E.L.D.,Agent Lumley,,Boyd Kestner
Agents of S.H.I.E.L.D.,William May,,James Hong
Agents of S.H.I.E.L.D.,Officer Carvalho,,Markell Andrew
Agents of S.H.I.E.L.D.,Charles Hinton,,Bjorn Johnson
Agents of S.H.I.E.L.D.,Watchdog Alpha,,Justin Morck
Agents of S.H.I.E.L.D.,Pretorious Pryce,,Clark Middleton
Agents of S.H.I.E.L.D.,Thomas,,Robb Derringer
Agents of S.H.I.E.L.D.,Neils,,Toby Wilson
Agents of S.H.I.E.L.D.,Agent Mack,,Bodie Newcomb
Agents of S.H.I.E.L.D.,Thomas Nash,,Brad Dourif
Agents of S.H.I.E.L.D.,Hank Thompson,,Joel Gretsch
Agents of S.H.I.E.L.D.,Vanchat,,Aiden Turner
Agents of S.H.I.E.L.D.,Trooper,,Allan Graf
Agents of S.H.I.E.L.D.,Marcus Scarlotti,,Falk Hentschel
Agents of S.H.I.E.L.D.,Kyle Zeller,,Josh Daugherty
Agents of S.H.I.E.L.D.,Alpha,,J. Michael Silver
Agents of S.H.I.E.L.D.,Tim Maguire,,Mackenzie Astin
Agents of S.H.I.E.L.D.,Lord Thornally,,Alex Hyde-White
Agents of S.H.I.E.L.D.,Spud,,Daniel Feuerriegel
Agents of S.H.I.E.L.D.,Wendell Levi,,Ric Sarabia
Agents of S.H.I.E.L.D.,Bruno,,Danny Lopes
Agents of S.H.I.E.L.D.,Edwin Abbott,,Wolfgang Bodison
Agents of S.H.I.E.L.D.,Canelo,,Daniel Zacapa
Agents of S.H.I.E.L.D.,Maria,,Valery M. Ortiz
Agents of S.H.I.E.L.D.,Santino Noguera,,Rolando Molina
Agents of S.H.I.E.L.D.,Yuri Zaikin,,Turhan Troy Caylak
Agents of S.H.I.E.L.D.,Agent Pinksy,,Brandon Morales
Agents of S.H.I.E.L.D.,Jones,,Nathin Art Butler
Agents of S.H.I.E.L.D.,Lieutenant Lucas,,Joe Layton
Agents of S.H.I.E.L.D.,Lt. Carpenter,,Christian Gehring
Agents of S.H.I.E.L.D.,Copper,,Christopher Wallinger
Agents of S.H.I.E.L.D.,Chip Womack,,Karl Girolamo
Agents of S.H.I.E.L.D.,Qasim Zaghlul,,Vachik Mangassarian
Agents of S.H.I.E.L.D.,Toshiro Mori,,Brian Tee
Agents of S.H.I.E.L.D.,Emily Deville,,Felisha Terrell
Agents of S.H.I.E.L.D.,Agent Rebecca Stevens,,Monique Gabriela Curnen
Agents of S.H.I.E.L.D.,Chad,,Jeff Corbett
Agents of S.H.I.E.L.D.,Gabriel Soto,,Diego Serrano
Agents of S.H.I.E.L.D.,Diaz,,Paul Elia
Agents of S.H.I.E.L.D.,Agent Tanner,,Rich Paul
Agents of S.H.I.E.L.D.,Beta,,Jake Newton
Agents of S.H.I.E.L.D.,Agent Jones,,Braden Moran
Agents of S.H.I.E.L.D.,John Donnelly,,Daniel Roebuck
Agents of S.H.I.E.L.D.,Octavian Bloom,,Fred Dryer
Agents of S.H.I.E.L.D.,Steve Wilson,,Nelson Franklin
Agents of S.H.I.E.L.D.,Honest Eddie,,Stoney Westmoreland
Agents of S.H.I.E.L.D.,Francis Noche,,Geo Corvera
Agents of S.H.I.E.L.D.,Tiago,,Ben Griesse
Agents of S.H.I.E.L.D.,Agent Harlan,,Brandon Keener
Agents of S.H.I.E.L.D.,Aida,,Amanda Rea
Agents of S.H.I.E.L.D.,Kevin,,Robbie Silverman
Agents of S.H.I.E.L.D.,Watchdog Oscar,,Jonathan Camp
Agents of S.H.I.E.L.D.,Pete Boggs,,Trevor Torseth
Agents of S.H.I.E.L.D.,The Amazing Mertz,,Derek Hughes
Agents of S.H.I.E.L.D.,Holt,,James Babson
Agents of S.H.I.E.L.D.,Agent Slate,,Chad T. Wood
Agents of S.H.I.E.L.D.,Committee Chairperson,,Chuck McCollum
Agents of S.H.I.E.L.D.,Agent McCafferty,,Alastair Bayardo
Agents of S.H.I.E.L.D.,Dr. Van Kempen,,Paul Schackman
Agents of S.H.I.E.L.D.,Officer Zbyszewski,,Kurt Koehler
Agents of S.H.I.E.L.D.,Chronicom,,Luke Baines
Agents of S.H.I.E.L.D.,Lana,,Stephanie Drapeau
Agents of S.H.I.E.L.D.,Biff,,Zac Pullam
Agents of S.H.I.E.L.D.,Tommy Chang,,John Yuan
Agents of S.H.I.E.L.D.,Katie Thompson,,Monica Lacy
Agents of S.H.I.E.L.D.,Ott,,Joel Johnstone
Agents of S.H.I.E.L.D.,Elias,,David Diaan
Agents of S.H.I.E.L.D.,Agent Baylin,,Cameron Diskin
Agents of S.H.I.E.L.D.,Nicole Mackenzie,,Julie Civiello
Agents of S.H.I.E.L.D.,David Angar,,Jeff Daniel Phillips
Agents of S.H.I.E.L.D.,Dwight Frye,,Chad Lindberg
Agents of S.H.I.E.L.D.,Rowan Hamilton,,Markus Flanagan
Agents of S.H.I.E.L.D.,Watchdog Victor,,D. Elliot Woods
Agents of S.H.I.E.L.D.,Jackson,,Jean Paul San Pedro
Agents of S.H.I.E.L.D.,Agent Crawford,,Kimberley Drummond
Agents of S.H.I.E.L.D.,Agent Fisher,,Cantrell Harris
Agents of S.H.I.E.L.D.,Airman Whitley,,Brennan Feonix
Agents of S.H.I.E.L.D.,Reese,,Paul Duna
Agents of S.H.I.E.L.D.,Senator Gaius Ponarian,,Patrick Fabian
Agents of S.H.I.E.L.D.,Crixon,,Gabriel Hogan
Agents of S.H.I.E.L.D.,Jan,,Eva La Dare
Agents of S.H.I.E.L.D.,Professor Steger,,Graham Sibley
Agents of S.H.I.E.L.D.,Getty,,Mark Fite
Agents of S.H.I.E.L.D.,Viro,,Paul Telfer
Agents of S.H.I.E.L.D.,Agent King,,Shakira Barrera
Agents of S.H.I.E.L.D.,Ronnie Chang,,Matt Yuan
Agents of S.H.I.E.L.D.,Francisco,,Lucas Armendariz
Agents of S.H.I.E.L.D.,Schneider,,Amir Talai
Agents of S.H.I.E.L.D.,Agent Noelle Walters,,Melanie Cruz
Agents of S.H.I.E.L.D.,Thomas Ward,,Tyler Ritter
Agents of S.H.I.E.L.D.,John Bruno,,Jamal Duff
Agents of S.H.I.E.L.D.,Lori Henson,,Alexi Wasser
Agents of S.H.I.E.L.D.,Agent Hart,,Terrell Tilford
Agents of S.H.I.E.L.D.,Susanna,,Sai Lang
Agents of S.H.I.E.L.D.,Yusef Hadad,,Ido Mor
Agents of S.H.I.E.L.D.,Nathaniel Malick,,Joel Courtney
Agents of S.H.I.E.L.D.,Undersecretary Walter Thomas,,Dorian Gregory
Agents of S.H.I.E.L.D.,Prime Minister Olshenko,,Endre Hules
Agents of S.H.I.E.L.D.,Diego,,Wilson Ramirez
Agents of S.H.I.E.L.D.,Elliot,,Tanner Fontana
Agents of S.H.I.E.L.D.,Michelle Caldwell,,Shelley Robertson
Agents of S.H.I.E.L.D.,Sunjna Nadeer,,Shari Vasseghi
Agents of S.H.I.E.L.D.,Airman Richardson,,J. Michael Evans
Agents of S.H.I.E.L.D.,Mouse,,Dusty Sorg
Agents of S.H.I.E.L.D.,General Fischer,,Rocky McMurray
Agents of S.H.I.E.L.D.,Qolpakc,,Darwin Shaw
Agents of S.H.I.E.L.D.,Dana,,Sola Bamis
Agents of S.H.I.E.L.D.,Javier,,David Bianchi
Agents of S.H.I.E.L.D.,Franklin Delano Roosevelt,,Joseph Culp
Agents of S.H.I.E.L.D.,Jim Morita,,Kenneth Choi
Agents of S.H.I.E.L.D.,Agent Hauer,,Lou Ferrigno Jr.
Agents of S.H.I.E.L.D.,Theo,,Jesse D. Goins
Agents of S.H.I.E.L.D.,Julien Beckers,,Michael Enright
Agents of S.H.I.E.L.D.,Graham,,Richie Cottrell
Agents of S.H.I.E.L.D.,Eva Belyakov,,Winter Ave Zoli
Agents of S.H.I.E.L.D.,The Baroness,,Kathryn Leigh Scott
Agents of S.H.I.E.L.D.,Shane Larson,,Nick Eversman
Agents of S.H.I.E.L.D.,Case,,Cornelius Smith Jr.
Agents of S.H.I.E.L.D.,Jerome Deschamps,,Hector Hugo
Agents of S.H.I.E.L.D.,Lord Manzini,,Daniel Wolfe
Agents of S.H.I.E.L.D.,Colonel Victor Ramon,,Yancey Arias
Agents of S.H.I.E.L.D.,General Androvich,,Kristof Konrad
Agents of S.H.I.E.L.D.,General Andaz,,Patrick John Hurley
Agents of S.H.I.E.L.D.,Sergei,,Joris Jarsky
Agents of S.H.I.E.L.D.,Gedrick,,Richard Whiten
Agents of S.H.I.E.L.D.,Lady Karaba,,Erika Ervin
Agents of S.H.I.E.L.D.,Doyle,,Graham Outerbridge
Agents of S.H.I.E.L.D.,Baron Von Strucker,,Joey Defore
Agents of S.H.I.E.L.D.,Qajax,,Andres Saenz Hudson
Agents of S.H.I.E.L.D.,Officer Kennedy,,Antonio Aaron
Agents of S.H.I.E.L.D.,Trok,,Glenn Keogh
Agents of S.H.I.E.L.D.,Agent Mulcahey,,Cassandra Ballard
Agents of S.H.I.E.L.D.,Dr. Grady,,John Lee Ames
Agents of S.H.I.E.L.D.,Oscar,,Ricardo Cisneros
Agents of S.H.I.E.L.D.,Rollo,,Dennis Keiffer
Agents of S.H.I.E.L.D.,Jesse Fletcher,,Asif Ali
Agents of S.H.I.E.L.D.,Adamo Dioli,,Joe Marinelli
Agents of S.H.I.E.L.D.,Agent Rivera,,Al Coronel
Agents of S.H.I.E.L.D.,Tat,,Devan Chandler Long
Agents of S.H.I.E.L.D.,Xiao Chen,,Alexandra Bokyun Chun
Agents of S.H.I.E.L.D.,Zhi,,David An
Agents of S.H.I.E.L.D.,Darryl,,Preston Flagg
Agents of S.H.I.E.L.D.,Father,,John Churchill
Agents of S.H.I.E.L.D.,Mayan,,Jason Glover
Agents of S.H.I.E.L.D.,Felix,,Samuel Barajas
Agents of S.H.I.E.L.D.,Marilyn,,Rheagan Wallace
Agents of S.H.I.E.L.D.,Mrs. Lee,,Kavita Patil
Agents of S.H.I.E.L.D.,Rick,,Wes Armstrong
Agents of S.H.I.E.L.D.,FBI Agent Jurmain,,Sheila Cutchlow
Agents of S.H.I.E.L.D.,Estella,,Nayo Wallace
Agents of S.H.I.E.L.D.,Agent Fox,,Levi Meaden
Agents of S.H.I.E.L.D.,Amit,,Shalin Agarwal
Agents of S.H.I.E.L.D.,Genesis,,Lauren de Miranda
Agents of S.H.I.E.L.D.,Young Elena,,Sophie Rabe-Martinez
Agents of S.H.I.E.L.D.,Mrs. Zeller,,Kyla Garcia
Agents of S.H.I.E.L.D.,Bridget,,Alyce Tawil
Agents of S.H.I.E.L.D.,Officer Anderson,,Meredith Bishop
Agents of S.H.I.E.L.D.,The Sheikh,,Maz Siam
Agents of S.H.I.E.L.D.,Officer Stuart,,Marco Martinez
Agents of S.H.I.E.L.D.,Maitre d',,David L. King
Agents of S.H.I.E.L.D.,Heavy,,Daniel Messier
Agents of S.H.I.E.L.D.,Officer Bowie,,Scott Broderick
Agents of S.H.I.E.L.D.,Ignacio,,Adrian Quiñonez
Agents of S.H.I.E.L.D.,Leticia,,Stephanie Maura Sanchez
Agents of S.H.I.E.L.D.,Ellen King,,Melissa Bickerton
Agents of S.H.I.E.L.D.,Francisco Rodriguez,,Paul Lincoln Alayo
Agents of S.H.I.E.L.D.,Agent Moore,,Christopher Showerman
Agents of S.H.I.E.L.D.,Sivian Foreman,,Keelin Woodell
Agents of S.H.I.E.L.D.,Alya,,Harlow Happy Hexum
Agents of S.H.I.E.L.D.,Marcus,,Marcus Jordan
Agents of S.H.I.E.L.D.,Stoner Chronicom,,David Flynn
Agents of S.H.I.E.L.D.,Olaf,,Brian Orosco
Agents of S.H.I.E.L.D.,Roger Browning,,Matthew Glave
Agents of S.H.I.E.L.D.,General Cole,,Ian Gregory
Agents of S.H.I.E.L.D.,Colonel,,Houshang Touzie
Agents of S.H.I.E.L.D.,Tina Adams,,Katie Hilliard
Agents of S.H.I.E.L.D.,Michael,,David Douglas
Agents of S.H.I.E.L.D.,Selwyn,,Landall Goolsby
Agents of S.H.I.E.L.D.,Briggs,,Dale Pavinski
Agents of S.H.I.E.L.D.,Haruto Yakimura,,Tohoru Masamune
Agents of S.H.I.E.L.D.,Laura,,Emily Peck
Agents of S.H.I.E.L.D.,Doctor Ford,,Lyn Alicia Henderson
Agents of S.H.I.E.L.D.,Harold Simcoe,,Phil Abrams
Agents of S.H.I.E.L.D.,Greaseball,,Galen Howard
Agents of S.H.I.E.L.D.,Brick,,Adam Dunnells
Agents of S.H.I.E.L.D.,Yat-Sen,,Alvin Ing
Agents of S.H.I.E.L.D.,Agent Harris,,Kyle Mattocks
Agents of S.H.I.E.L.D.,Nathi Zuma,,Bayo Akinfemi
Agents of S.H.I.E.L.D.,Dr. Lingenfelter,,Dale Waddington
Agents of S.H.I.E.L.D.,Dr. Wilton,,Stephanie Nash
Agents of S.H.I.E.L.D.,Private Tilden,,JB Tadena
Thor: The Dark World,Thor,God of Thunder,Chris Hemsworth
Thor: The Dark World,Jane Foster,,Natalie Portman
Thor: The Dark World,Loki,God of mischief,Tom Hiddleston
Thor: The Dark World,Odin,God of war,Anthony Hopkins
Thor: The Dark World,Malekith,,Christopher Eccleston
Thor: The Dark World,Sif,Lady Sif,Jaimie Alexander
Thor: The Dark World,Fandral,,Zachary Levi
Thor: The Dark World,Volstagg,,Ray Stevenson
Thor: The Dark World,Hogun,Hogun the grim,Tadanobu Asano
Thor: The Dark World,Heimdall,,Idris Elba
Thor: The Dark World,Frigga,Queen Frigga,Rene Russo
Thor: The Dark World,Algrim,Kurse,Adewale Akinnuoye-Agbaje
Thor: The Dark World,Darcy Lewis,,Kat Dennings
Thor: The Dark World,Erik Selvig,,Stellan Skarsgård
Thor: The Dark World,Eir,,Alice Krige
Thor: The Dark World,Tyr,,Clive Russell
Thor: The Dark World,Ian Boothby,,Jonathan Howard
Thor: The Dark World,John,,Ramone Morgan
Thor: The Dark World,Navid,,Obada Alassadi
Thor: The Dark World,Maddie,,Imaan Chentouf
Thor: The Dark World,Stan Lee,,Stan Lee
Thor: The Dark World,Steve Scott,,Steve Scott
Captain America: The Winter Soldier,Steve Rogers,Captain America,Chris Evans
Captain America: The Winter Soldier,Nick Fury,Director Fury,Samuel L. Jackson
Captain America: The Winter Soldier,Natasha Romanoff,Black Widow,Scarlett Johansson
Captain America: The Winter Soldier,Alexander Pierce,,Robert Redford
Captain America: The Winter Soldier,Bucky Barnes,Winter Soldier,Sebastian Stan
Captain America: The Winter Soldier,Sam Wilson,Falcon,Anthony Mackie
Captain America: The Winter Soldier,Maria Hill,,Cobie Smulders
Captain America: The Winter Soldier,Brock Rumlow,,Frank Grillo
Captain America: The Winter Soldier,Jasper Sitwell,,Maximiliano Hernández
Captain America: The Winter Soldier,Kate,Agent 13,Emily VanCamp
Captain America: The Winter Soldier,Peggy Carter,,Hayley Atwell
Captain America: The Winter Soldier,Dr. Arnim Zola,,Toby Jones
Captain America: The Winter Soldier,Smithsonian Guard,,Stan Lee
Captain America: The Winter Soldier,Jack Rollins,,Callan Mulvey
Captain America: The Winter Soldier,Councilwoman Hawley,,Jenny Agutter
Captain America: The Winter Soldier,Councilman Singh,,Bernard White
Captain America: The Winter Soldier,Councilman Rockwell,,Alan Dale
Captain America: The Winter Soldier,Councilman Yen,,Chin Han
Captain America: The Winter Soldier,Senator Stern,,Garry Shandling
Captain America: The Winter Soldier,Georges Batroc,,Georges St-Pierre
Captain America: The Winter Soldier,Specialist Cameron Klein,,Aaron Himelstein
Captain America: The Winter Soldier,Dr. Fine,,Joe Russo
Guardians of the Galaxy,Peter Quill,,Chris Pratt
Guardians of the Galaxy,Gamora,,Zoe Saldana
Guardians of the Galaxy,Drax,,Dave Bautista
Guardians of the Galaxy,Groot,,Vin Diesel
Guardians of the Galaxy,Rocket,,Bradley Cooper
Guardians of the Galaxy,Ronan,,Lee Pace
Guardians of the Galaxy,Yondu Udonta,,Michael Rooker
Guardians of the Galaxy,Nebula,,Karen Gillan
Guardians of the Galaxy,Korath,,Djimon Hounsou
Guardians of the Galaxy,Corpsman Dey,,John C. Reilly
Guardians of the Galaxy,Nova Prime,,Glenn Close
Guardians of the Galaxy,The Collector,,Benicio Del Toro
Guardians of the Galaxy,Meredith Quill,,Laura Haddock
Guardians of the Galaxy,Kraglin,On Set Rocket,Sean Gunn
Guardians of the Galaxy,Denarian Saal,,Peter Serafinowicz
Guardians of the Galaxy,The Broker,,Christopher Fairbank
Guardians of the Galaxy,Dr. Fitzgibbon,,Robert Firth
Guardians of the Galaxy,Bereet,,Melia Kreiling
Guardians of the Galaxy,Horuz,,Tom Proctor
Guardians of the Galaxy,Cosmo the Space Dog,,Fred
I Am Groot,Baby Groot,,Vin Diesel
I Am Groot,Rocket,,Bradley Cooper
I Am Groot,Iwua,,Trevor Devall
Guardians of the Galaxy Vol. 2,Peter Quill,Star-Lord,Chris Pratt
Guardians of the Galaxy Vol. 2,Gamora,,Zoe Saldana
Guardians of the Galaxy Vol. 2,Drax,,Dave Bautista
Guardians of the Galaxy Vol. 2,Baby Groot,,Vin Diesel
Guardians of the Galaxy Vol. 2,Rocket,,Bradley Cooper
Guardians of the Galaxy Vol. 2,Yondu,,Michael Rooker
Guardians of the Galaxy Vol. 2,Nebula,,Karen Gillan
Guardians of the Galaxy Vol. 2,Mantis,,Pom Klementieff
Guardians of the Galaxy Vol. 2,Stakar Ogord,,Sylvester Stallone
Guardians of the Galaxy Vol. 2,Ego,,Kurt Russell
Guardians of the Galaxy Vol. 2,Ayesha,,Elizabeth Debicki
Guardians of the Galaxy Vol. 2,Taserface,,Chris Sullivan
Guardians of the Galaxy Vol. 2,Kraglin,On-Set Rocket,Sean Gunn
Guardians of the Galaxy Vol. 2,Tullk,,Tommy Flanagan
Guardians of the Galaxy Vol. 2,Meredith Quill,,Laura Haddock
Guardians of the Galaxy Vol. 2,Zylak,,Alex Klein
Guardians of the Galaxy Vol. 2,Retch,,Evan Jones
Guardians of the Galaxy Vol. 2,Oblo,,Joe Fria
Guardians of the Galaxy Vol. 2,Narblik,,Terence Rosemore
Guardians of the Galaxy Vol. 2,Halfnut,,Jimmy Urine
Guardians of the Galaxy Vol. 2,Brahl,,Stephen Blackehart
Guardians of the Galaxy Vol. 2,Gef,,Steve Agee
Guardians of the Galaxy Vol. 2,Huhtar,,Blondy Baruti
Guardians of the Galaxy Vol. 2,Howard the Duck,,Seth Green
Guardians of the Galaxy Vol. 2,Martinex,,Michael Rosenbaum
Guardians of the Galaxy Vol. 2,Sneeper Madame,,Rhoda Griffis
Guardians of the Galaxy Vol. 2,Officer Fitzgibbon,,Mac Wells
I Am Groot,Baby Groot,,Vin Diesel
I Am Groot,Rocket,,Bradley Cooper
I Am Groot,Iwua,,Trevor Devall
Daredevil,Matt Murdock,Daredevil,Charlie Cox
Daredevil,Karen Page,,Deborah Ann Woll
Daredevil,Foggy Nelson,,Elden Henson
Daredevil,Wilson Fisk,kingpin,Vincent D'Onofrio
Daredevil,Brett Mahoney,,Royce Johnson
Daredevil,Mitchell Ellison,,Geoffrey Cantor
Daredevil,Ray Nadeem,,Jay Ali
Daredevil,Frank Castle,Punisher,Jon Bernthal
Daredevil,Blake Tower,,Stephen Rider
Daredevil,Benjamin 'Dex' Poindexter,,Wilson Bethel
Daredevil,Vanessa Marianna,,Ayelet Zurer
Daredevil,Father Lantom,,Peter McRobbie
Daredevil,Marci Stahl,,Amy Rutberg
Daredevil,Elektra Natchios,,Elodie Yung
Daredevil,James Wesley,,Toby Leonard Moore
Daredevil,Sister Maggie,,Joanne Whalley
Daredevil,Ben Urich,,Vondie Curtis-Hall
Daredevil,Leland Owlsley,,Bob Gunton
Daredevil,SAC Tammy Hattley,,Kate Udall
Daredevil,Josie,,Susan Varon
Daredevil,Nobu,,Peter Shinkoda
Daredevil,Claire Temple,,Rosario Dawson
Daredevil,Seema Nadeem,,Sunita Deshpande
Daredevil,Agent Johnson,,David Anthony Buglione
Daredevil,Turk Barrett,,Rob Morgan
Daredevil,Melvin Potter,,Matt Gerald
Daredevil,Felix Manning,,Joe Jones
Daredevil,Samantha Reyes,,Michelle Hurd
Daredevil,Benjamin Donovan,,Danny Johnson
Daredevil,Madame Gao,,Wai Ching Ho
Daredevil,Nicholas Lee,,Stephen Rowe
Daredevil,Agent Wellers,,Matthew McCurdy
Daredevil,Agent Arinori,,Don Castro
Daredevil,Stick,,Scott Glenn
Daredevil,Hirochi,,Ron Nakahara
Daredevil,Detective Hoffman,,Daryl Edwards
Daredevil,Stan Gibson,,John Pirkis
Daredevil,Sami Nadeem,,Noah Huq
Daredevil,Theo Nelson,,Peter Halpin
Daredevil,Mrs. Shelby,,Kelly McAndrew
Daredevil,Agent Doyle,,Richard Prioleau
Daredevil,Julie Barnes,,Holly Cinnamon
Daredevil,Young Matt,,Skylar Gaertner
Daredevil,Vladimir Ranskahov,,Nikolai Nikolaeff
Daredevil,Francis,,Tommy Walker
Daredevil,Detective Blake,,Chris Tardio
Daredevil,Elena Cardenas,,Judith Delgado
Daredevil,Louisa Delgado,,Marilyn Torres
Daredevil,Doris,,Adriane Lenox
Daredevil,Shirley,,Suzanne H. Smart
Daredevil,Agent Winn,,Andrew Sensenig
Daredevil,Agent Lim,,Scotty Crowe
Daredevil,Agent O'Connor,,Sam Slater
Daredevil,Grotto,,McCaleb Burnett
Daredevil,Jack Murdock,,John Patrick Hayden
Daredevil,Judge Cynthia Batzer,,Deirdre Madigan
Daredevil,Sergei,,David Vadim
Daredevil,Detective Sgt. Thompson,,Katt Masterson
Daredevil,Daniel Gibson,,Lucas Elliot Eberl
Daredevil,Anna Nelson,,Deirdre O'Connell
Daredevil,Edward Nelson,,Michael Mulheren
Daredevil,Uncle Timmy Nelson,,John Francis McNamara
Daredevil,Colonel Ray Schoonover,,Clancy Brown
Daredevil,Mrs. Vistain,,Phyllis Somerville
Daredevil,Jimmy 'The Bear',,John Bianco
Daredevil,Semyon,,Alex Falberg
Daredevil,Paxton Page,,Lee Tergesen
Daredevil,Roscoe Sweeney,,Kevin Nagle
Daredevil,Anatoly,,Gideon Emery
Daredevil,Santino,,Moisés Acevedo
Daredevil,Jerry,,Ray Iannicelli
Daredevil,Dr. Gregory Tepper,,Eric Michael Gillett
Daredevil,Bailiff,,Michael Kincade
Daredevil,Roy Olsky,,Steve Sanpietro
Daredevil,Jasper Evans,,Matt Deangelis
Daredevil,Dmitry,,Tony Naumovski
Daredevil,Rosalie Carbone,,Annabella Sciorra
Daredevil,Saanvi Nadeem,,Nandita Shenoy
Daredevil,Parish Landman,,Richard Bekins
Daredevil,Silvio,,Jack O'Connell
Daredevil,Senator Cherryh,,Jonathan Walker
Daredevil,Caldwell,,Kassia Miller
Daredevil,Mrs. Mahoney,,Sharon Hope
Daredevil,Norma,,Gameela Wright
Daredevil,Neda Kazemi,,Dina Shihabi
Daredevil,Mr. Kazemi,,Chris Colombo
Daredevil,John Hammer,,Ezra Knight
Daredevil,Aunt Jeanie,,Anne Carney
Daredevil,Warden Riggle,,Bill Winkler
Daredevil,Miguel,,Lawrence Bingham
Daredevil,Agent Alvarez,,Kimberli Flores
Daredevil,Latimer Zyl,,Steve Axelrod
Daredevil,Agent Markham,,John Nania
Daredevil,Silke,,Peter Gerety
Daredevil,Jeri Hogarth,,Carrie-Anne Moss
Daredevil,Dutton,,William Forsythe
Daredevil,Kevin Page,,Jack DiFalco
Daredevil,Bill Fisk,,Domenick Lombardozzi
Daredevil,George Bach,,Ryan Woodle
Daredevil,Leon,,Mario D'Leon
Daredevil,Esther Falb,,Lesley Ann Warren
Daredevil,Todd,,Will Stout
Daredevil,Marlene Fisk,,Angela Reed
Daredevil,Aito,,Yasu Suzuki
Daredevil,Christopher Roth,,Neil Grayston
Daredevil,Philip Cabroni,,Joe Forbrich
Daredevil,Clint,,Clyde Baldo
Daredevil,Young Wilson Fisk,,Cole Jensen
Daredevil,Stone,,Jasson Finney
Daredevil,Finn,,Tony Curran
Daredevil,Dog of Hell,,Vic Noto
Daredevil,Nesbitt,,Andy Murray
Daredevil,Dr. Eileen Mercer,,Heidi Armbruster
Daredevil,Andrea Morales,,Francis Benhamou
Daredevil,Michael Kemp,,Luke Robertson
Daredevil,Ruby,,Monica Bell
Daredevil,Bernie Walker,,Keenan Jolliff
Daredevil,Black Sky,,Bonale Fambrini
Daredevil,Rory,,Joshua Bitton
Daredevil,Thomas,,Cliff Moylan
Daredevil,Stewart,,Korey Jackson
Daredevil,Dr. Andrew Lee,,Randall McNeal
Daredevil,Young Dex,,Cameron Mann
Daredevil,Vic Jusufi,,James Biberi
Daredevil,Chief Bernie,,Robert Vincent Smith
Daredevil,Jennifer Fisher,,Wendy Moniz
Jessica Jones,Jessica Jones,,Krysten Ritter
Jessica Jones,Trish Walker,Hellcat,Rachael Taylor
Jessica Jones,Malcolm Ducasse,,Eka Darville
Jessica Jones,Jeri Hogarth,,Carrie-Anne Moss
Jessica Jones,Detective Costa,,John Ventimiglia
Jessica Jones,Kilgrave,Kevin Thompson,David Tennant
Jessica Jones,Dorothy,,Rebecca De Mornay
Jessica Jones,Oscar Arocho,,J.R. Ramirez
Jessica Jones,Alisa Jones,,Janet McTeer
Jessica Jones,Will Simpson,,Wil Traval
Jessica Jones,Erik Gelden,,Benjamin Walker
Jessica Jones,Gregory Sallinger,,Jeremy Bobb
Jessica Jones,Zaya Okonjo,,Tiffany Mack
Jessica Jones,Char,,Rachel McKeon
Jessica Jones,Luke Cage,,Mike Colter
Jessica Jones,Inez Green,,Leah Gibson
Jessica Jones,Pam,,Susie Abromeit
Jessica Jones,Gillian,,Aneesh Sheth
Jessica Jones,Hope Shlottman,,Erin Moriarty
Jessica Jones,Kith Lyonne,,Sarita Choudhury
Jessica Jones,Wendy Ross-Hogarth,,Robin Weigert
Jessica Jones,Vido Arocho,,Kevin Chacon
Jessica Jones,Nicole,,Nichole Yannetty
Jessica Jones,Pryce Cheng,,Terry Chen
Jessica Jones,Dr. Karl Malus,,Callum Keith Rennie
Jessica Jones,Griffin Sinclair,,Hal Ozsan
Jessica Jones,Grace,,Jessica Frances Dukes
Jessica Jones,Brianna 'Berry' Gelden,,Jamie Neumann
Jessica Jones,Albert Thompson,,Michael Siberry
Jessica Jones,Steven Benowitz,,Maury Ginsberg
Jessica Jones,Detective Sunday,,Lisa Tharps
Jessica Jones,Detective Imada,,Tina Chilip
Jessica Jones,Det. Oscar Clemons,,Clarke Peters
Jessica Jones,Louise Thompson,,Lisa Emery
